 14.811  0.899  2.389  1.672  0.917  2.478  6.020  1.996 60.319  3.051  3.053  5.196
  2.707 17.821  7.349  3.674  3.189  7.403  2.446  6.188  3.874  3.600  1.110  4.029
  2.210  5.759  3.512  2.606  1.873 57.143  4.756  4.215  3.504  2.097  5.341  0.690
  3.195 10.728  9.853  1.597  2.600  2.920  2.920  0.278  0.398  2.002  0.665  1.901
  6.103  4.293  3.700  3.903 13.281  7.369  4.339  5.353  3.830  4.813  4.064  5.968
 14.249 71.007  7.100  1.344  3.891  0.194  8.665  1.710  2.128  1.889 20.037  6.042
  7.714  5.343 17.261  3.700 25.357 10.442 33.557  3.358  5.160  5.976  3.557  6.765
  5.391  6.947 24.569  0.261  1.899  2.994  4.767  2.365  3.298  2.616  1.960  2.349
  0.358  3.906  6.494  0.529  4.844 29.468  6.665  6.705 12.399  2.877  3.910 35.446
  4.167 55.505 45.893  4.541  1.297  2.676  4.478  4.885  1.490  0.701  5.667  3.554
  4.477  7.223 12.903 42.123  4.756 41.516  5.646  3.273  0.122  8.076  4.477  6.148
 52.439 72.439 73.052  0.633  5.162  3.439  4.172  2.698  5.667  2.406  2.532  4.189
  1.644  6.608  8.364  8.876 50.347  2.847  4.033  6.764  5.206  4.710  5.279  4.846
 24.399  9.156  0.121  5.538  1.230  1.777  4.464  0.741  1.536  3.902  3.249 21.039
  4.087  3.700  4.004 17.934  4.373  4.500  1.431  0.237  7.099  2.814  4.052  4.946
 27.220 22.328  3.565  6.104 14.395  5.713  5.682  4.982  4.767  6.616  5.859  1.775
  3.700  5.197  1.256 32.723 10.811  5.055  2.896  5.121  3.599  8.192  2.560  3.519
  3.018  4.258  2.613  7.512  5.961 10.806  2.509  3.551  3.111  1.421  6.739  4.060
  3.658  4.066  4.642  7.238  5.523  5.997  1.360 13.449  8.315  4.028  5.495  3.561
  5.604  2.828  5.944  3.527  2.375  6.196 80.542  2.699  8.665  2.005  3.863 17.668
  2.132 14.312  8.929  3.421  5.836  3.650  4.314  5.076  4.074  3.563  0.000  0.000
  0.000  0.000  3.964  5.288  4.566  9.103  5.739  5.669  6.000  1.926  8.380  3.946
  1.621  5.774  9.390  5.035  5.499  5.091  5.078  4.855  3.688  5.033  0.000  0.000
  0.000  0.000  4.749  5.274  5.151  3.912  5.942  5.823  1.434  1.032  3.193  2.622
  4.284  4.520  7.753 11.826  4.779  5.757  8.082  5.852  3.019 75.186  0.000  0.000
  0.000  0.000  3.169  4.240  5.184  2.220 41.801  2.718  3.289  2.271  2.733  4.890
  2.135  2.626 15.040  4.542  2.894  3.914  6.861  5.847  5.823  5.867  0.000  0.000
  0.000  0.000  2.788  3.544 18.391  4.636  4.228  3.170  8.689  1.317  2.201  3.226
 12.107  6.137  5.358  6.502 16.188  1.552  7.438  4.974  6.244 93.591 10.434  6.185
  3.424  6.080  9.217  6.646  2.242  6.119  6.052  2.004  1.895  1.603  2.278  2.069
  9.327 17.883 13.332 13.187  6.581  4.509  7.323 10.000  7.051  7.182  6.354  6.419
  4.798 70.567 12.363  6.902  5.379  4.528  2.189  6.762  4.403  5.560  8.413  1.986
  4.405  3.148  5.376  6.316  2.471  3.678  5.218  3.441  2.634  2.933  2.040  4.855
  6.075  4.089  6.473  2.254  3.262  6.307  3.248  4.915  3.972  4.099  1.674  1.359
  1.535  5.280  3.147  2.885 10.957  3.710  7.736  3.532  4.478  4.541  3.322  4.742
 12.255  8.934 18.670  3.360  1.851  2.467 12.509  7.160  3.928  3.590 33.719 15.123
  3.759  6.513  7.618  4.076  5.571  4.041  2.178  9.921 15.532 11.072  3.490  4.528
  3.251 10.152  3.372  3.578  9.730 27.881  3.700 16.022 72.182  4.512  3.195  0.978
  1.645  3.102  6.412  8.808  8.546  5.128  5.966 19.172  7.131  4.688  5.545  5.386
 19.149  3.585  5.556  2.982  1.389  0.541  7.236  3.496  3.912  1.889  3.514 39.377
  3.328  4.734  3.246  5.215  4.516  3.177  3.814  3.622  3.980  3.459  2.853  6.942
  3.236  2.834 11.396  0.987  4.532  0.530  2.644  9.870  2.423  4.210  1.423 34.496
  1.191  4.121  5.894  2.590 20.314  9.239  9.139  9.755  8.927  6.754  9.351 10.595
 38.535  2.356  2.131  5.648  7.365  3.625  0.954  2.926  5.600  4.208  3.132 25.419
  5.515  4.134  2.603  3.569  9.164  4.899 13.209 22.960  3.420  4.513  3.672  5.042
  4.015  4.632 12.376  5.156  2.845 42.190  2.893  2.002  4.777  2.284  2.958  2.362
  2.018  4.505  7.782  5.376  7.262  8.947  4.950 21.080  7.539 13.338 12.724  4.364
 14.415  7.084 11.490  7.420 12.301  3.465  1.999  4.495 11.620  5.079  4.216 27.847
  7.211  4.009  1.758  3.290  4.644  4.120  5.456  7.150
  1.328  4.119  3.685  4.061  3.083  2.016  6.013  2.222
  2.328  3.287  2.529  4.145  6.416  3.161  5.054  2.927
  1.353  2.329  2.761  3.042  3.754  4.118  2.399  4.328
  2.682  5.326  5.538  2.952  4.825  3.147  3.407  3.483
  3.281  1.345  4.556  4.691  3.316  3.548  2.109  4.968
  0.247  5.342  3.038  4.621  4.479 48.719  3.331 13.885
  7.373  2.960  2.710  5.374  2.022  5.063  5.577  3.767

