          10
           1
       0.1448802240E+09      -0.8317852000E+08       0.1151813920E+09      -0.1046508400E+09       0.1660224640E+09      -0.1605806400E+09       0.2870228480E+09      -0.2643731360E+09       0.5480548480E+09      -0.4360226240E+09
      -0.8317852000E+08       0.8248122400E+08      -0.9610650400E+08       0.1188546000E+09      -0.1544580800E+09       0.1992227840E+09      -0.2760918720E+09       0.3561522560E+09      -0.5245489280E+09       0.6542444800E+09
       0.1151813920E+09      -0.9610650400E+08       0.1384592800E+09      -0.1525932320E+09       0.2313008960E+09      -0.2651922240E+09       0.4252144320E+09      -0.4789116160E+09       0.8276967680E+09      -0.8726572160E+09
      -0.1046508400E+09       0.1188546000E+09      -0.1525932320E+09       0.2036939360E+09      -0.2699226560E+09       0.3722151680E+09      -0.5037688960E+09       0.7052760320E+09      -0.9710448000E+09       0.1365973248E+10
       0.1660224640E+09      -0.1544580800E+09       0.2313008960E+09      -0.2699226560E+09       0.4157838400E+09      -0.4936127360E+09       0.7963921920E+09      -0.9198736000E+09       0.1590197504E+10      -0.1713332736E+10
      -0.1605806400E+09       0.1992227840E+09      -0.2651922240E+09       0.3722151680E+09      -0.4936127360E+09       0.7149502720E+09      -0.9435777280E+09       0.1406633600E+10      -0.1831322880E+10       0.2823845632E+10
       0.2870228480E+09      -0.2760918720E+09       0.4252144320E+09      -0.5037688960E+09       0.7963921920E+09      -0.9435777280E+09       0.1570649088E+10      -0.1778750208E+10       0.3212488704E+10      -0.3312246528E+10
      -0.2643731360E+09       0.3561522560E+09      -0.4789116160E+09       0.7052760320E+09      -0.9198736000E+09       0.1406633600E+10      -0.1778750208E+10       0.2858430976E+10      -0.3437300736E+10       0.5940111360E+10
       0.5480548480E+09      -0.5245489280E+09       0.8276967680E+09      -0.9710448000E+09       0.1590197504E+10      -0.1831322880E+10       0.3212488704E+10      -0.3437300736E+10       0.6737929216E+10      -0.6261572096E+10
      -0.4360226240E+09       0.6542444800E+09      -0.8726572160E+09       0.1365973248E+10      -0.1713332736E+10       0.2823845632E+10      -0.3312246528E+10       0.5940111360E+10      -0.6261572096E+10       0.1285409178E+11

       0.1527080000E+07      -0.1363034375E+07       0.1358784375E+07      -0.1774902625E+07       0.2096824750E+07      -0.2765198250E+07       0.3735352750E+07      -0.4643546500E+07       0.7165308500E+07      -0.8016071000E+07

       0.1771068550E-02      -0.9248954058E-01      -0.6621376425E-01       0.1097016260E+00       0.1809765995E+00      -0.1283989009E-01      -0.1237174794E+00      -0.2718059346E-01       0.2180866525E-01       0.6018139422E-02
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00
       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00       0.0000000000E+00

