/ Event ID    T_measured(GeV)
1480012846	-380338.375000
1480012857	-336177.812500
1480012857	-795891.625000
1480012857	-496017.000000
1480012857	-27613.078125
1480012857	-209206.046875
1480012857	-579524.000000
1480012857	-185.689407
1480012857	-379396.000000
1480012857	-203012.500000
1480012866	-350409.000000
1480012866	-212563.000000
1480012866	-330183.812500
1480012866	-608664.000000
1480012886	-706048.875000
1480012886	-675420.000000
1480012886	-334031.250000
1480012886	-711356.000000
1480012886	-300838.000000
1480012886	-381570.937500
1480012905	-435223.000000
1480012905	-151619.000000
1480012905	-723202.000000
1480012915	-232046.500000
1480012915	-429952.000000
1480012915	-56064.023438
1480012915	-264156.500000
1480012915	-1124644.000000
1480012915	-220672.843750
1480012925	-477053.250000
1480012925	-428108.000000
1480012925	-296453.000000
1480012925	-848067.000000
1480012934	-677248.000000
1480012934	-165627.750000
1480012934	-389982.000000
1480012934	-573325.000000
1480012934	-770768.000000
1480012934	-274869.125000
1480012943	-81028.000000
1480012943	-84695.328125
1480012943	-323317.656250
1480012954	-573362.375000
1480012963	-215785.875000
1480012963	-162409.812500
1480012973	-63073.609375
1480012973	-726553.250000
1480012973	-360068.000000
1480012973	-349819.500000
1480012973	-118761.820312
1480012973	-837797.000000
1480012983	-1520933.000000
1480012983	-1048846.000000
1480012983	-681472.500000
1480012991	-833913.000000
1480012991	-447277.968750
1480013010	-615216.000000
1480013010	-656481.250000
1480013010	-656326.000000
1480013031	-588688.000000
1480013041	-233776.000000
1480013041	-958699.000000
1480013041	-746888.750000
1480013041	-371227.093750
1480013051	-979061.000000
1480013051	-2092249.250000
1480013051	-480579.250000
1480013051	-725423.250000
1480013060	-119196.156250
1480013060	-654588.000000
1480013060	-150449.000000
1480013060	-345150.156250
1480013060	-319732.000000
1480013060	-767029.000000
1480013090	-640585.000000
1480013090	-177727.046875
1480013099	-1135357.000000
1480013099	-189492.500000
1480013099	-99174.828125
1480013099	-717124.500000
1480013109	-114152.875000
1480013109	-189082.296875
1480013109	-476298.000000
1480013109	-992006.500000
1480013109	-297171.250000
1480013119	-242318.250000
1480013119	-494840.000000
1480013119	-231739.531250
1480013119	-379723.687500
1480013119	-874944.500000
1480013128	-431674.000000
1480013128	-703967.000000
1480013128	-861105.500000
1480013138	-986116.750000
1480013138	-107765.250000
1480013138	-948748.000000
1480013138	-428622.000000
1480013148	-2306630.500000
1480013148	-432161.000000
1480013148	-1629077.500000
1480013157	-810703.000000
1480013157	-330164.750000
1480013167	-1178859.000000
1480013187	-535867.000000
1480013187	-563422.000000
1480013187	-278733.000000
1480013187	-837933.250000
1480013187	-53533.937500
1480013196	-665638.000000
1480013206	-289297.000000
1480013216	-168691.000000
1480013216	-1666412.000000
1480013216	-35450.906250
1480013225	-124295.750000
1480013225	-520656.812500
1480013244	-560660.500000
1480013244	-1120696.000000
1480013255	-283853.500000
1480013274	-106951.750000
1480013274	-1665458.000000
1480013293	-654497.812500
1480013293	-72985.531250
1480013303	-47053.078125
1480013303	-282550.000000
1480013303	-96713.750000
1480013303	-451912.000000
1480013313	-470340.000000
1480013322	-1112767.625000
1480013322	-862428.000000
1480013322	-445338.500000
1480013322	-452454.500000
1480013322	-466834.000000
1480013332	-224256.625000
1480013342	-493848.000000
1480013350	-1212081.750000
1480013350	-443665.156250
1480013350	-310735.500000
1480013350	-166299.500000
1480013350	-628486.000000
1480013361	-404701.656250
1480013361	-309617.875000
1480013361	-143329.421875
1480013371	-87785.250000
1480013371	-274384.250000
1480013371	-821277.750000
1480013371	-558990.000000
1480013371	-700660.000000
1480013371	-767340.000000
1480013381	-748478.000000
1480013381	-1282522.000000
1480013390	-911241.000000
1480013390	-903739.500000
1480013400	-147738.250000
1480013400	-694063.812500
1480013400	-498244.000000
1480013400	-663713.000000
1480013400	-154849.000000
1480013410	-44536.062500
1480013410	-259602.421875
1480013410	-245474.250000
1480013410	-677762.000000
1480013410	-598929.000000
1480013420	-470892.875000
1480013420	-224568.250000
1480013420	-1042120.000000
