  2.121  0.656  3.002  4.585  7.223  4.690  5.964  2.261 61.306  2.994  3.307  5.527
  0.369  0.606  0.700  1.977  2.621 10.487  2.565  6.163  3.830  1.342  1.778  2.189
  1.248  0.530  3.063  5.764  4.644  4.630  7.458  6.894  3.663  2.183  4.720  0.666
  0.518  1.345  0.260  1.243  2.582  3.249  3.020  0.942  1.358  2.072  0.644  2.053
  3.639  3.676  2.345 27.646  5.249  8.199  0.323  5.956  4.039  5.667  4.634  5.934
  0.469  8.206  0.944  0.434  3.923  0.216  7.864  1.803  4.282  1.930 40.937  5.911
  8.052  5.554  9.975 25.091  0.668  7.465  4.827 87.918  6.477  6.886  3.765  1.732
  4.420  9.576  1.053  0.242  1.991  3.292  4.644  2.418  3.736  2.560  2.126  2.404
  0.652  3.702  8.398  4.519 88.779  0.985  6.780  7.995  9.991  3.113  3.727109.503
 19.615  0.843  4.807  4.545  2.473  3.255  4.854  4.844  1.513  0.760  5.567  4.023
  5.003  6.856  8.477  8.563  3.098  7.355  5.501  3.799  0.191  9.882  5.114  6.544
 83.959 88.247  0.397  0.563  5.562  3.960  4.292  2.778  6.042  2.521  2.696  4.805
  1.367  6.635 14.729 51.549 92.802  3.168  4.174 16.436  5.484  4.952  5.530  5.153
  1.256  2.375  0.152  5.732  0.777  1.753  4.497  0.739  1.501  4.417  3.361 22.301
  4.177  4.117 82.346 19.510 17.215  5.007  1.376  0.237  7.778  3.170  4.530  5.007
 89.900  2.874  6.536  5.422 15.837  5.063  6.433  5.055  4.922  6.951  7.319  1.872
  4.117  4.547  1.203  3.819  8.775  4.639  2.649  5.028  3.014  8.939  2.355  3.272
  2.713  4.015  2.824  8.236  6.250 12.071  2.510  3.663  3.238  1.486  6.833  4.019
  3.414  4.158  4.567  8.093  4.737  6.025  1.513 12.992 16.367  3.676  7.693  3.607
  4.934  2.618  6.457  3.667  2.463  6.415 87.042  3.042  9.676  2.103  4.147 17.738
  1.820 14.241  8.763  3.398  5.433  3.342  4.341  4.806  3.861  3.414  0.000  0.000
  0.000  0.000  4.360  5.696  4.589 14.319  6.633  6.246  8.484  1.969  8.382  3.973
  1.475  7.250  9.622  4.905  5.106  4.710  4.697  4.528  3.501  5.529  0.000  0.000
  0.000  0.000  4.933  5.419  5.244  4.183  6.173  6.213  2.476  1.038  3.230  2.642
  4.085  1.690 12.540 12.343  4.154  5.439  7.325  5.451  2.843 83.318  0.000  0.000
  0.000  0.000  3.113  4.541  5.281  2.136 94.122  2.957  3.457  2.401  2.688  4.854
  2.161  2.450 12.204  4.130  2.699  7.527  6.216  5.415  5.327  6.390  0.000  0.000
  0.000  0.000  3.147  3.982 20.275  5.594  6.026  3.519  9.214  1.416  1.253  3.095
 11.380  5.818  5.816  6.951 15.752  1.670  6.920  4.442  6.006 93.228 10.603  5.595
  3.616  6.684 15.379  7.333  2.454  5.856  5.972  2.106  1.996  1.563  2.437  2.113
  8.714 16.499  7.328 15.756  6.074  3.873  6.999 13.436  6.389  6.667  5.928  6.085
  1.708 64.057 12.659  7.679  5.818  4.961  2.250  7.189  4.882  6.820  9.020  2.096
  4.692  3.319  0.970  5.355  2.616  3.520  5.446  3.715  2.658  3.095  1.956  5.317
  7.130  4.252  6.502  2.086  3.413  6.185  3.652  5.171  4.300  4.665  1.856  1.430
  1.661  6.677  3.374  2.798 10.440  3.943  8.365  5.657  5.182  4.694  3.423  5.070
 13.098  8.700 18.547  3.343  2.046  2.430 13.554  7.675  4.204  3.953 38.237 18.987
  4.227  7.661  8.061  3.843  6.046  4.182  2.363 10.817 15.969 11.158  3.479  4.479
  3.283 10.655  3.844  3.621  9.895 23.916  4.117 17.207109.168  6.475  3.605  0.997
  1.735  3.305  3.572 10.171  9.909  5.340  5.957 19.594  7.195  4.752  5.848  5.285
 22.692  3.464  5.456  3.291  1.578  0.585 10.242  3.508  4.464  1.533  3.828  4.037
  3.754  5.166  2.880  4.705  4.437  2.878  3.258  3.705  3.921  3.468  2.620  8.475
  3.245  3.491 10.996  1.138  4.316  0.612  2.551  9.664  2.498  5.043  1.864  9.516
  1.228  4.138  5.954  4.343  4.844  9.305  8.951  9.141  9.121  7.426  8.671  2.117
 34.914  2.363  2.198  5.619  7.232  3.678  0.955  3.011  5.777  4.680  3.296  4.466
  6.020  4.278  2.614  3.428  9.058  4.917 13.026 24.154  3.269  4.349  3.668  5.537
  3.851  4.586 10.874  4.872  2.562  4.923  2.844  1.927  4.624  2.418  3.071  2.578
  1.440  3.733  7.728  5.564  6.486  8.904  5.507  5.244  7.924 13.691 14.853  4.226
 14.029  6.361 10.929  7.801 11.124  3.457  1.982  4.975  9.726  5.966  4.344  0.284
  8.492  4.103  1.771  3.368  4.901  4.163  5.348  7.176
  1.055  5.593  3.872  4.324  3.115  1.952  5.793  1.902
  2.788  3.563  2.719  4.613  7.718  3.413  5.289  3.064
  2.201  2.401  2.857  3.427  4.488  4.355  1.805  4.442
  2.358  4.836  5.983  3.714  5.640  3.359  2.987  2.883
  4.889  4.443  5.282  4.036  3.842  3.018 72.406  3.378
  0.324  3.922  3.031  5.097  4.173  0.592  2.719  3.143
  7.344  4.241  3.052  5.425  1.899  4.872  5.752 60.334

