  3.256  0.812  2.681  3.927  5.831  4.730  7.536 60.580  0.669  3.293  3.444  5.097
  0.415  0.709  0.721  3.277  2.904  9.105  2.664  5.967  3.600  1.354  1.148  4.345
  2.164  0.653  3.941  4.912  4.874  3.744  5.116  5.409 79.898  2.163  5.799  0.685
  0.531  9.570  0.266  1.374  2.676  3.277  2.878  0.930  1.299  2.110  0.631  2.034
  7.073  4.141  4.104  5.273  4.825  8.270  0.311  6.007  3.989  5.643  4.764  5.611
  0.653  7.389  1.047  0.995  4.010  0.218  9.678  2.030  2.278  2.071 83.005  6.328
  7.850  5.871  8.833  8.364  0.608  6.850  4.485 40.670  6.184  6.593  3.722  1.659
  6.811  7.980  1.106  0.248  1.996  3.146  5.309  2.496  3.405  2.550  1.966  2.627
  0.493  3.824 14.526  3.888 89.643  7.232  6.740  9.180 10.528  3.110  3.669102.851
 27.329  0.765  5.568  4.321  2.507  3.205  5.326  5.362  1.493  0.783  3.292  3.985
  4.980  7.268 12.744 42.761  2.857  8.502  5.467  4.492  0.135  9.389  4.979  5.776
106.618111.489  0.328  0.570  5.416  3.808  3.987  2.710  5.721  2.447  2.594  4.752
  1.557  6.771 10.246  6.765 93.715  3.195  4.163  9.105  5.310  5.213  5.578  4.610
 44.185  2.287  0.138  5.622  1.170  1.865  4.259  0.833  1.546  4.058  3.470 23.718
  4.584  4.152  6.233 20.187 21.355  5.050  1.593  0.277  8.272  3.345  4.438  5.127
 23.915  2.695  5.750  5.580 14.661  5.260  6.001  4.984  4.851  6.699  6.581  1.990
  4.186  5.246  1.298  4.288  9.600  5.129  2.886  5.337  3.498  9.209  2.533  3.643
  3.177  4.153  2.627  7.708  5.751 11.035  2.411  3.612  3.159  1.586  6.700  4.713
  3.746  4.440  4.837  8.036  5.489  6.304  1.526 14.393  9.481  4.117  6.281  3.502
  5.562  2.893  6.281  3.698  2.408  6.934 87.923  2.806  9.427  2.239  4.311 19.756
  2.166 15.241  9.360  3.856  6.026  3.439  4.857  5.029  4.187  3.834  0.000  0.000
  0.000  0.000  3.965  5.265  5.087 10.443  8.023  6.355  6.575  1.964  8.537  3.953
  1.731  6.598 10.903  5.636  5.545  5.303  5.180  4.913  3.837  5.468  0.000  0.000
  0.000  0.000  4.687  5.179  5.104  3.999  4.980  5.990  1.758  1.030  3.434  2.728
  4.450  1.701  9.666 13.488  4.566  5.864  8.174  6.009  3.111 72.012  0.000  0.000
  0.000  0.000  3.111  4.219  5.151  2.123 85.788  2.759  3.308  2.223  2.728  4.945
  2.191  2.641 16.807  5.100  3.229  4.368  7.147  5.920  5.608  6.019  0.000  0.000
  0.000  0.000  2.752  3.617 18.652  4.886  4.612  3.317  8.913  1.463  1.186  3.255
 12.788  6.652  6.049  7.349 18.184  1.741  7.238  4.982  6.544 63.923 10.766  6.358
  3.612  6.159 10.945  6.745  2.323  5.309  5.611  2.100  1.935  1.605  2.368  2.012
  9.786 19.144 15.027 14.915  7.374  5.026  7.468 12.683  7.003  7.288  6.690  6.557
  1.796 68.815 11.140  7.745  5.563  4.676  2.064  6.953  4.592  5.915  8.361  2.087
  4.699  3.194  6.004  7.023  2.771  4.110  5.771  3.612  2.749  3.198  2.101  5.277
  6.360  4.185  6.516  2.170  3.467  5.919  3.437  4.823  4.068  4.525  1.772  1.475
  1.661  5.815  3.130  2.798 11.453  4.034  8.383  4.394  4.879  4.745  3.554  5.065
 13.268  8.830 18.878  3.381  1.978  2.265 12.656  7.339  4.120  3.886 38.332 17.605
  4.135  6.940  7.970  4.227  6.134  4.229  2.256 11.106 16.145 11.331  3.557  4.678
  3.037 10.585  3.766  3.789 10.076 21.133  4.152 15.997 77.795  5.811  3.636  1.150
  1.745  3.175  5.706  9.548 10.099  5.431  6.006 18.640  7.421  4.944  5.953  5.587
 20.415  3.583  5.532  3.078  1.452  0.565  8.085  3.558  4.195  1.868  4.006 21.100
  3.573  5.233  3.157  4.849  4.697  3.187  3.781  3.768  4.121  3.535  2.832  7.768
  3.379  3.012  9.747  1.169  4.508  0.605  2.548  9.620  2.591  4.418  1.552 12.723
  1.217  4.230  6.171  4.368  5.024  9.313  9.260  9.570  9.272  7.554 10.402  2.199
 42.168  2.399  2.470  5.656  7.306  3.558  0.941  2.934  5.820  4.537  3.151  3.362
  5.484  4.395  2.731  3.693  9.173  5.111 13.258 21.761  3.400  4.580  3.634  5.458
  4.019  4.695 11.619  5.206  2.804  4.821  2.908  2.010  4.890  2.313  3.257  2.245
  2.145  4.814  7.722  5.463  7.368  9.249  5.554  5.427  7.648 13.969 12.428  4.472
 14.542  6.887 11.342  7.818 11.965  3.266  1.968  4.695 12.517  5.300  4.634  1.281
  8.477  4.743  1.856  3.382  4.875  4.377  5.575  7.031
  1.205  4.549  3.917  4.240  3.100  2.050  5.844  2.032
  2.652  4.070  2.674  4.360  6.866  3.224  5.378  3.034
  2.080  1.592  2.730  3.137  3.958  4.027  2.393  4.453
  2.735  6.016  5.595  3.278  5.138  3.409  3.398  3.551
  4.085  1.175  5.063  4.219  3.663  3.154  4.027  0.142
  0.091  7.686  3.158  5.167  4.394  0.608  2.003 24.530
  9.168  1.716  3.088  5.532  2.049  4.609  5.646 28.897

