hard=adr-MISS
soft=X+(Y-1)*8  - centr=0
    =X+(Y-1)*24 - centr=1
modul - planka, v kotoruyu prihodit signal s LGD2, ne nomer MISS!!!
hard/soft/centr/modul
    0  171   1     0
    1  147   1     0
    2  123   1     0
    3   99   1     0
    4   75   1     0
    5   51   1     0
    6   27   1     0
    7    3   1     0
    8  170   1     0
    9  146   1     0
   10  122   1     0
   11   98   1     0
   12    0   1     0
   13   50   1     0
   14   26   1     0
   15    2   1     0
   16  169   1     0
   17  145   1     0
   18  121   1     0
   19    0   1     0
   20   73   1     0
   21   49   1     0
   22   25   1     0
   23    1   1     0
   24  180   1     0
   25  156   1     0
   26  132   1     0
   27  108   1     0
   28   84   1     0
   29    0   1     0
   30   36   1     0
   31   12   1     0
   32  179   1     0
   33  155   1     0
   34  131   1     0
   35  107   1     0
   36   83   1     0
   37   59   1     0
   38   35   1     0
   39   11   1     0
   40  178   1     0
   41  154   1     0
   42  130   1     0
   43  106   1     0
   44   82   1     0
   45   58   1     0
   46   34   1     0
   47   10   1     0
   48  177   1     0
   49  153   1     0
   50  129   1     0
   51  105   1     0
   52   81   1     0
   53   57   1     0
   54   33   1     0
   55    9   1     0
   56  176   1     0
   57  152   1     0
   58  128   1     0
   59  104   1     0
   60   80   1     0
   61   56   1     0
   62   32   1     0
   63    8   1     0
   64  175   1     0
   65  151   1     0
   66  127   1     0
   67  103   1     0
   68   79   1     0
   69   55   1     0
   70   31   1     0
   71    7   1     0
   72  174   1     0
   73  150   1     0
   74  126   1     0
   75  102   1     0
   76   78   1     0
   77   54   1     0
   78   30   1     0
   79    6   1     0
   80  173   1     0
   81  149   1     0
   82  125   1     0
   83  101   1     0
   84   77   1     0
   85   53   1     0
   86   29   1     0
   87    5   1     0
   88  172   1     0
   89  148   1     0
   90  124   1     0
   91  100   1     0
   92   76   1     0
   93   52   1     0
   94   28   1     0
   95    4   1     0
    0    0   1     0
    1  159   1     0
    2  135   1     0
    3  111   1     0
    4   87   1     0
    5    0   1     0
    6   39   1     0
    7   15   1     0
    8  182   1     0
    9  158   1     0
   10  134   1     0
   11  110   1     0
   12   86   1     0
   13   62   1     0
   14   38   1     0
   15   14   1     0
   16  181   1     0
   17  157   1     0
   18  133   1     0
   19  109   1     0
   20   85   1     0
   21   61   1     0
   22   37   1     0
   23   13   1     0
   24  186   1     0
   25    0   1     0
   26  138   1     0
   27  114   1     0
   28   90   1     0
   29   66   1     0
